Real_Estate_Type,Location,Price,Down_Payment,Currency,Bedrooms_Number,Bathrooms_Number,Area,Description
Apartment,"Haptown, Mostakbal City, Cairo","18,000,000","Down payment: EGP 1,800,000",EGP,3,2,195 Sq. M.,"Apartment for sale in Haptown, direct pool view  With Hassan Allam in the heart of Mostakbal City  195 sqm apartment, immediate delivery"
Apartment,"5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 3,000,000",EGP,2,2,121 Sq. M.,Garden Apartment Finished Ready to move Next to Teseen
Apartment,"The Icon Residence Compound, 5th Settlement, New Cairo, Cairo","4,885,000",None,EGP,3,2,160 Sq. M.,"Apartment for sale, 3 rooms, directly on the 90th Road, with a special discount of 34%. Reservation and contracting on the same day."
Apartment,"The Butterfly, Mostakbal City, Cairo","2,300,000",0% Down Payment,EGP,Studio,1,59 Sq. M.,Studio with private garden for sale in Mostakbal City with 50% discount
Apartment,"Madinaty, Cairo","7,000,000",None,EGP,3,2,130 Sq. M.,"An opportunity for distinguished people, a ground floor apartment for sale with a garden, ultra super deluxe finishing, 130 square meters, B11, at a b"
Apartment,"Azzar Compound, 5th Settlement, New Cairo, Cairo","6,750,000",None,EGP,3,2,150 Sq. M.,"Corner apartment, double, landscape view, 3 bedrooms, fully finished, in the most upscale locations in New Cairo"
Apartment,"5th Settlement, New Cairo, Cairo","4,132,800",None,EGP,3,3,164 Sq. M.,"for sale Apartment , ready to move , with a prime view of pool in Golden Square, Fifth Settlement"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","3,050,000",None,EGP,1,1,72 Sq. M.,"Ground floor studio with a private garden, 50% discount, and a distinctive view in front of the Kempinski Hotel"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","8,400,000",None,EGP,2,2,123 Sq. M.,Double View Apartment With Special Discount Full Open View From All Rooms For Sale In Taj City New Cairo
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","8,100,000",None,EGP,2,1,115 Sq. M.,view on 3 main supervisors + Special cash discount Apartment for sale with installments in Taj City New Cairo
Apartment,"New Garden City, New Capital City, Cairo","7,251,000",None,EGP,3,3,225 Sq. M.,"Check out your apartment in New Garden City, the best location in the New Administrative Capital."
Apartment,"Madinaty, Cairo","7,700,000",None,EGP,3,2,143 Sq. M.,"For sale, cash apartment, 143 m, Talaat Mostafa, with immediate delivery, undamaged, close to services in the best phase of Madinaty, B8"
Apartment,"Sarai, Mostakbal City, Cairo","10,250,000",0% Down Payment,EGP,2,2,131 Sq. M.,Resale APT Ready To Move Install Landscape View At The Best Location
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,100,000",None,EGP,3,3,166 Sq. M.,With special cash discount Apartment with a view on 3 main supervisors with for sale with installments in Taj City New Cairo
Apartment,"The Mornings, New Cairo, Cairo","8,000,000","Down payment: EGP 800,000",EGP,2,2,118 Sq. M.,Apartment 118 m + 41 m garden in the best location in the Fifth Settlement inside a compound in Al Yasmine neighborhood
Apartment,"Madinaty, Cairo","3,700,000",None,EGP,Studio,1,1 Sq. M.,"For investment and immediate residence, a 60-square-meter studio, the first residence for sale in Madinaty, with ultra-luxurious finishes"
Apartment,"Hyde Park Central, New Cairo, Cairo","10,490,000","Down payment: EGP 1,049,000",EGP,2,2,114 Sq. M.,With a 10% Down Payment  2-Bedroom Apartment for Sale in One of the Most Prestigious Projects in New Cairo Hyde Park Central Compound Flexible Payment
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","17,000,000","Down payment: EGP 4,250,000",EGP,3,3,160 Sq. M.,3 rooms - immediate delivery - fully finished - 6 years installment - 25% down payment
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","14,125,000","Down payment: EGP 1,412,500",EGP,2,2,95 Sq. M.,"""Installment plan available – Ground floor apartment with a private garden for sale in Fifth Square, New Cairo, in the Golden Square area"
Apartment,"AZAD Compound, 5th Settlement, New Cairo, Cairo","15,000,000","Down payment: EGP 1,500,000",EGP,2,2,102 Sq. M.,Two-bedroom apartment - immediate delivery - 5-year installment - next to the American University - New Cairo
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","21,250,000","Down payment: EGP 19,400,000",EGP,3,3,214 Sq. M.,Apartment for sale in Mivida 214m prime location
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","16,800,000","Down payment: EGP 15,000,000",EGP,2,2,156 Sq. M.,Apartment for sale in Mivida 156m prime location
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,545,625",None,EGP,3,3,170 Sq. M.,Apartment For Sale In PHNC Fifth Settlement .
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","10,750,000",None,EGP,3,3,205 Sq. M.,Flat Below Market Price In Palm Hills New Cairo
Apartment,"Shorouk City, Cairo","2,800,000",None,EGP,3,2,200 Sq. M.,"For sale at a commercial price in Shorouk City, a roof in the eighth district, the most upscale area of ​​Shorouk, 200 meters, 80% finished, minutes f"
Apartment,"Shorouk City, Cairo","3,650,000","Down payment: EGP 1,825,000",EGP,3,3,235 Sq. M.,"An apartment with immediate receipt, semi-finished, repetitive floor, all facilities operating (water, electricity, gas, elevator, intercom, security)"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,000,000","Down payment: EGP 450,000",EGP,3,3,132 Sq. M.,For sale: 3-bedroom apartment in a fully serviced compound in the First Settlement (Taj City)
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","6,201,183",None,EGP,3,2,164 Sq. M.,🏡 Rock Vera – Fifth Square | Move in Now & Live in the Heart of New Cairo! 🚀
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","7,685,000","Down payment: EGP 3,074,000",EGP,3,2,145 Sq. M.,apartment ready to move+ fully finished ultra modern at the lowest price and in installments in the best location infifth settlement next to MV
Apartment,"New Cairo, Cairo","3,200,000",None,EGP,2,2,116 Sq. M.,"116m apartment, 50% discount for a limited period, in New Cairo, directly on the Suez Road"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","6,700,000",None,EGP,3,2,167 Sq. M.,شقة مفروشة فاخرة للبيع في التجمع الخامس
Apartment,"5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 1,875,000",EGP,3,2,160 Sq. M.,Apartment for Sale – Immediate Delivery with the Longest Installment Plan in the Heart of New Cairo (Fifth Settlement) Limited Time Offer!
Apartment,"New Cairo, Cairo","7,084,000",None,EGP,3,2,145 Sq. M.,ready to move apartment 145m for sale fully finished with ac's
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","13,830,000","Down payment: EGP 2,766,000",EGP,2,2,128 Sq. M.,"Two-bedroom apartment with a fantastic view for sale with a down payment of 2.7 million in La Vista Oro, Fifth Settlement"
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","7,087,420",None,EGP,3,2,177 Sq. M.,Ready-to-move-in apartment in a compound in the heart of New Cairo
Apartment,"Kattameya Gardens Compound, 5th Settlement, New Cairo, Cairo","6,204,000",None,EGP,3,2,165 Sq. M.,Immediate Delivery Apartment Behind AUC in the Heart of New Cairo
Apartment,"OIA, New Capital City, Cairo","5,550,000","Down payment: EGP 1,110,000",EGP,4,3,220 Sq. M.,Ready-to-Move Apartment in a Prime Location in the New Administrative Capital with a Lake and Landscape View
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","4,330,000","Down payment: EGP 433,000",EGP,Studio,1,58 Sq. M.,"With a down payment of 433 thousand, own a studio in Taj City Compound, First Settlement"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","2,700,000",None,EGP,Studio,1,64 Sq. M.,"Studio for Sale – Taj City (Lake Park), New Cairo , Ready to move next month, prime location"
Apartment,"Sarai, Mostakbal City, Cairo","8,900,000","Down payment: EGP 1,335,000",EGP,3,2,151 Sq. M.,"Apartment for sale with discount up to 40% & installments over 10 years, in Sarai, New Cairo"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","7,560,000","Down payment: EGP 3,024,000",EGP,3,3,270 Sq. M.,"Apartment for sale, immediate delivery on Bin Zayed Axis"
Apartment,"Sheraton, Cairo","7,630,000",0% Down Payment,EGP,3,3,170 Sq. M.,3bed Apartment near City Center Almaza and next to Cairo International Airport with installments over 7 years
Apartment,"Sheraton, Cairo","6,580,000",0% Down Payment,EGP,3,2,150 Sq. M.,Apartment near City Center Almaza and next to Cairo International Airport with installments over 7 years
Apartment,"5th Settlement, New Cairo, Cairo","17,600,000","Down payment: EGP 4,400,000",EGP,3,3,150 Sq. M.,"Panorama View apartment with immediate delivery and ultra-super lux finishing, ready to move in from the first day with facilities"
Apartment,"Privado, Madinaty, Cairo","9,500,000",None,EGP,3,3,137 Sq. M.,"For sale, a high-quality 137 sqm apartment with a full lake view in the Brivado compound, an opportunity."
Apartment,"IL Bosco, New Capital City, Cairo","6,004,038",None,EGP,3,3,150 Sq. M.,Receive your unit immediately in the most prime location of the New Administrative Capital
Apartment,"Sarai, Mostakbal City, Cairo","3,000,000",None,EGP,2,1,110 Sq. M.,"Apartment for sale, 110 m, with a distinctive view, reservation and contract on the same day, at a price of 3 million, Sarai Compound"
Apartment,"Amorada Compound, 5th Settlement, New Cairo, Cairo","11,000,000",None,EGP,3,3,201 Sq. M.,"Super deluxe finished apartment with appliances, furniture, and air conditioning."
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","16,450,000","Down payment: EGP 822,500",EGP,2,2,141 Sq. M.,Limited Offer - installments 12y Apart Fully Finished At New Cairo
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","17,940,000","Down payment: EGP 897,000",EGP,3,3,161 Sq. M.,Limited Offer - installments 12y Apart Fully Finished At New Cairo
Apartment,"Al Maqsad, New Capital City, Cairo","4,500,000","Down payment: EGP 450,000",EGP,3,3,181 Sq. M.,Fully finished apartment for immediate delivery in Al Maqsad Compound in R7 in the Administrative Capital
Apartment,"Village Gardens Katameya Compound, 5th Settlement, New Cairo, Cairo","9,700,000",None,EGP,2,2,155 Sq. M.,155 m with a distinctive view and at a lower price than the company. Ready to move + fully finished in the Fifth Settlement
Apartment,"Stone Residence Compound, Katameya, Cairo","8,000,000","Down payment: EGP 800,000",EGP,2,2,100 Sq. M.,Apartment 100m For Sale Without Dp Installments Up To 10Years In Stone Residence Direct Ring Road Beside Katamaia Heights
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","14,300,000","Down payment: EGP 1,430,000",EGP,2,2,130 Sq. M.,"Apartment for sale with a garden in the Fifth Settlement, immediate delivery"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","7,560,000","Down payment: EGP 3,024,000",EGP,3,3,270 Sq. M.,"Apartment for sale in the Sixth District, Beit Al-Watan, prime location"
Apartment,"Madinaty, Cairo","4,300,000",None,EGP,2,1,93 Sq. M.,Apartment for Rent in madinaty at B6 area 93M
Apartment,"Madinaty, Cairo","9,500,000",None,EGP,3,3,200 Sq. M.,Apartment for sale in Madinaty
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","13,805,000","Down payment: EGP 414,150",EGP,2,1,115 Sq. M.,With installments 10y  - Fully Finished Apartment 115 meters - Compound Palm hills New Cairo
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","21,466,000","Down payment: EGP 1,073,300",EGP,3,3,173 Sq. M.,With installments 10y  - Fully Finished Apartment 173 meters - Compound Palm hills New Cairo
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","18,774,000","Down payment: EGP 563,220",EGP,2,2,140 Sq. M.,With installments 10y  - Fully Finished Apartment 140 meters - Compound Palm hills New Cairo
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","18,851,000","Down payment: EGP 942,550",EGP,3,3,154 Sq. M.,With installments 10y  - Fully Finished Apartment 154 meters - Compound Palm hills New Cairo
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","24,800,000","Down payment: EGP 744,000",EGP,3,3,200 Sq. M.,With installments 10y  - Fully Finished Apartment 200 meters - Compound Palm hills New Cairo
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,800,000","Down payment: EGP 3,520,000",EGP,3,3,166 Sq. M.,Ready to delivery 3-b fully finished apartment for sale in The Address East Compound with installments.
Apartment,"5th Settlement, New Cairo, Cairo","3,000,000",None,EGP,2,2,116 Sq. M.,"Own a final offer apartment ready for viewing in a compound with integrated services, ready for delivery soon, with installments over 12 years in the."
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","8,200,000",None,EGP,3,2,165 Sq. M.,Fully Finished Apartment Resale Ready To Move Park View In Very Prime Location
Apartment,"Scenario, New Capital City, Cairo","5,098,843",None,EGP,3,3,175 Sq. M.,Receive your apartment immediately with the lowest down payment!
Apartment,"Scene 7, New Capital City, Cairo","5,925,476",None,EGP,4,3,200 Sq. M.,Live the Ultimate Sports Lifestyle in the Heart of the New Capital – Your Home in an Integrated Sports Community! 🏡⚽
Apartment,"Al Burouj, Shorouk City, Cairo","19,400,000","Down payment: EGP 3,880,000",EGP,3,3,235 Sq. M.,"Apartment 235 for sale in Al Burouj Compound, fully finished, immediate delivery in Shorouk, with installments over 6 years"
Apartment,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo","8,550,000",0% Down Payment,EGP,2,3,160 Sq. M.,APARTMENT FULLY FINISHED FOR SALE
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","19,900,000","Down payment: EGP 1,990,000",EGP,3,2,202 Sq. M.,Apartment for immediate delivery in Mountain View Hyde Park Compound
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","6,550,000",None,EGP,3,2,166 Sq. M.,"For sale, a 3-bedroom apartment with a distinctive view. Reservation and contracting on the same day, Taj City Compound."
Apartment,"Blue Vert, New Capital City, Cairo","6,800,000","Down payment: EGP 339,993",EGP,2,2,139 Sq. M.,Blu Vert – New Administrative Capital  Developer: Egyptian Saudi for Development
Apartment,"El Fostat, Cairo","5,500,000","Down payment: EGP 550,000",EGP,2,2,125 Sq. M.,First Time in the Real Estate Market   Ready-to-Move Project in Downtown Cairo – Directly on Salah Salem Road
Apartment,"District 5 Compound, 5th Settlement, New Cairo, Cairo","13,500,000",None,EGP,3,3,161 Sq. M.,Apartment 3 bedrooms for resale in DISTRICT 5 in South New Cairo by Marakez fully finished
Apartment,"El Patio Sola, Shorouk City, Cairo","9,700,000",Down payment: EGP 970,EGP,3,2,155 Sq. M.,"Apartment for sale in Patio Solo Compound, El Shorouk"
Apartment,"Jayd Compound, 5th Settlement, New Cairo, Cairo","11,800,000","Down payment: EGP 589,988",EGP,3,3,152 Sq. M.,Saudi Egyptian Developers  New Release in #Jayd Compound – Phase 3
Apartment,"Heliopolis, Cairo","8,000,000",None,EGP,3,3,178 Sq. M.,شقة فاخرة للبيع في موقع رئيسي في مصر الجديدة
Apartment,"Al Burouj, Shorouk City, Cairo","19,400,000","Down payment: EGP 3,880,000",EGP,3,3,235 Sq. M.,Apartment finished ready to move 3.8 M dp in Shorouk over 6 years
Apartment,"Al Burouj, Shorouk City, Cairo","10,250,000","Down payment: EGP 2,050,000",EGP,2,2,134 Sq. M.,Apartment finished ready to move 20% dp in Shorouk over 6 years
Apartment,"Scene 7, New Capital City, Cairo","4,969,644","Down payment: EGP 550,000",EGP,3,3,148 Sq. M.,Pay a 550k down payment and come inspect your apartment next to the British University!
Apartment,"Scene 7, New Capital City, Cairo","7,128,859","Down payment: EGP 900,000",EGP,3,3,185 Sq. M.,Pay a 316k down payment and come inspect your apartment next to the British University!
Apartment,"Madinaty, Cairo","7,200,000","Down payment: EGP 2,500,000",EGP,2,2,112 Sq. M.,"Own an apartment now, 112 m², ground floor, with a private garden of 65 m², with the highest distinction, L010, and a wide garden view, in Madinaty |"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,300,000",None,EGP,2,2,131 Sq. M.,"With a special discount and for a limited period, an apartmen for sale in Taj City, Fifth Settlement, on the Suez Road, next to Madinaty"
Apartment,"Al Burouj, Shorouk City, Cairo","10,250,000","Down payment: EGP 2,050,000",EGP,2,2,134 Sq. M.,Ready to move-Apartment- Fully Finished - 20% DP - 6 Years Installments
